Month,Rice,Filling station,Gas cylinder,Textile,iPhone,Meter,Food,Mental health,Water,Cylinder,Price,Code,Jollof rice,Liter,Pressure,Oil,Emergency telephone number,Drug,Fee,Gambling,Mixture,Gas stove,Food prices,Soup,Kitchen stove,Passport,Cooking,Stove,Charcoal,Rate,Liquid,State,Cost of living,Nigerian cuisine,Gas,Personal identification number,Savings,Cost,Outdoor recreation,Electricity,Clothing,Leisure,Pump,Kerosene heater,Rent,Health,Goods,School,Infinix,Inflation rate,Health care,Temperature,Refurbishment,Fried rice,Investment,Petroleum industry,Flight,Data,Gasoline,Cook,Footwear,Abuja,Bharti Airtel,Electricity meter,Emergency contraception,used,Hyperinflation,Credit,Public health,Recreation,Emergency,Kerosene,Health education,Fuel,Dance,Wealth,Business,Samsung,Sports betting,Printing,Fare,MTN Group,Tecno,Lagos,China,Inflation,Globacom Limited,cheap,Airplane,Deflation,Borehole,State of emergency,Used good,Drinking water,Rechargeable calling card,Tuition payments,Do it yourself,Made In China,Technology,Diesel fuel,Emergency management,Budget,Shoes,Car,Economy,Immigration,University,Import,Health insurance,Ideal gas law,Management,Industry,Unemployment,Natural environment,Monetary policy,Samsung Galaxy,Policy,Drill,Economics,Petroleum,Data plan,Toyota,Tourism,Recipe,Natural gas,Emirates Telecom,Lag_1,Lag_2,Lag_3,Lag_4,Lag_5,Lag_6,Lag_7,Lag_8,Lag_9,Lag_10,Lag_11,Lag_12,Year-on-Year Change (%)
Jan '18,24.0,36.0,22.5,42.0,38.0,29.0,56.0,24.0,54.0,27.0,47.0,24.0,34.0,26.0,50.0,61.0,38.0,42.0,81.0,14.0,47.0,58.0,0.0,46.0,41.0,41.0,35.0,42.0,61.0,13.0,68.0,40.0,55.0,8.0,36.0,13.0,59.0,70.0,0.0,37.0,48.0,50.0,59.0,0.0,53.0,66.0,52.0,72.0,1.0,0.0,48.0,42.9,39.0,40.0,20.0,48.0,49.0,29.0,15.0,5.0,71.0,62.4,53.0,0.0,30.0,0.0,0.0,65.0,36.0,60.0,17.0,31.0,58.0,4.0,69.0,14.0,0.0,48.9,14.0,20.0,46.0,33.0,0.0,65.0,25.0,30.0,67.0,0.0,6.0,9.0,29.0,3.0,21.0,22.0,5.0,31.1,20.0,0.0,50.2,41.0,33.0,0.0,61.0,47.0,35.0,8.0,31.0,50.0,6.0,25.0,33.0,45.0,35.0,0.5,17.8,38.0,26.0,52.0,24.0,15.0,0.0,52.9,0.5,37.0,2.0,18.3,15.37161259298088,15.901387604002622,15.905236164466714,15.979000297857311,16.01150160131064,16.052909607252047,16.09839757532056,16.251383902676125,17.244418823425292,17.25554443466524,17.780402228515086,18.71884076901749,15.126742362997676
Feb '18,16.0,29.0,19.1,46.0,31.0,31.0,61.0,26.0,56.0,34.0,40.0,24.0,35.0,27.0,61.0,61.0,59.0,48.0,54.0,2.0,57.0,51.0,0.0,54.0,25.0,39.0,34.0,38.0,60.0,12.0,75.0,37.0,46.0,8.0,37.0,15.0,64.0,73.0,0.0,45.0,52.0,46.0,63.0,65.0,57.0,71.0,66.0,64.0,14.0,0.0,61.0,45.9,39.0,36.0,19.0,47.0,51.0,47.0,25.0,5.0,67.0,62.4,48.0,0.0,25.0,0.0,0.0,63.0,35.0,66.0,20.0,43.0,61.0,4.0,69.0,15.0,0.0,40.5,32.0,27.0,36.0,33.0,0.0,71.0,25.0,39.0,59.0,0.0,8.0,12.0,34.0,4.0,24.0,28.0,5.0,22.2,21.0,0.0,47.2,40.0,37.0,0.0,58.0,47.0,42.0,7.0,21.0,53.0,9.0,35.0,39.0,51.0,46.0,15.0,23.7,46.0,35.0,71.0,30.0,17.0,0.0,53.8,35.0,36.0,4.0,18.3,15.126742362997676,15.37161259298088,15.901387604002622,15.905236164466714,15.979000297857311,16.01150160131064,16.052909607252047,16.09839757532056,16.251383902676125,17.244418823425292,17.25554443466524,17.780402228515086,14.329613357081357
Mar '18,7.0,29.0,18.0,48.0,29.0,29.0,58.0,26.0,52.0,30.0,26.0,12.0,34.0,25.0,58.0,50.0,34.0,41.0,59.0,2.0,58.0,49.0,0.0,55.0,18.0,43.0,35.0,26.0,61.0,5.0,75.0,4.0,42.0,25.0,32.0,21.0,54.0,66.0,0.0,45.0,58.0,23.0,64.0,65.0,48.0,66.0,50.0,58.0,25.0,0.0,69.0,44.9,45.0,39.0,20.0,43.0,49.0,57.0,27.0,2.0,62.0,62.4,46.0,0.0,27.0,0.0,0.0,65.0,37.0,55.0,14.0,38.0,48.0,3.0,64.0,17.0,0.0,30.1,81.0,38.0,39.0,32.0,0.0,69.0,32.0,36.0,55.0,0.0,7.0,11.0,41.0,2.0,28.0,32.0,0.0,25.6,23.0,0.0,38.2,38.0,30.0,0.0,65.0,47.0,25.0,7.0,25.0,54.0,29.0,24.0,36.0,45.0,41.0,43.0,26.7,83.0,30.0,96.0,30.0,23.0,0.0,57.8,27.0,40.0,9.0,16.4,14.329613357081357,15.126742362997676,15.37161259298088,15.901387604002622,15.905236164466714,15.979000297857311,16.01150160131064,16.052909607252047,16.09839757532056,16.251383902676125,17.244418823425292,17.25554443466524,13.337176276584188
Apr '18,13.0,29.0,18.0,42.0,30.0,30.0,57.0,23.0,48.0,30.0,24.0,13.0,34.0,26.0,51.0,52.0,36.0,42.0,61.0,2.0,50.0,51.0,24.0,50.0,16.0,42.0,35.0,26.0,59.0,5.0,66.0,4.0,59.0,23.0,31.0,18.0,50.0,63.0,0.0,46.0,51.0,26.0,58.0,0.0,53.0,65.0,45.0,55.0,44.0,0.0,67.0,37.9,34.0,38.0,19.0,42.0,52.0,50.0,16.0,2.0,63.0,64.3,47.0,0.0,28.0,0.0,0.0,61.0,29.0,55.0,14.0,32.0,48.0,3.0,62.0,15.0,0.0,26.0,100.0,28.0,43.0,35.0,0.0,72.0,31.0,30.0,53.0,0.0,8.0,9.0,28.0,2.0,25.0,26.0,0.0,23.3,24.0,0.0,38.2,39.0,36.0,0.0,56.0,48.0,23.0,7.0,22.0,46.0,88.0,13.0,34.0,43.0,39.0,39.0,27.7,71.0,28.0,85.0,30.0,24.0,0.0,55.8,39.0,37.0,5.0,16.4,13.337176276584188,14.329613357081357,15.126742362997676,15.37161259298088,15.901387604002622,15.905236164466714,15.979000297857311,16.01150160131064,16.052909607252047,16.09839757532056,16.251383902676125,17.244418823425292,12.482339429128103
May '18,16.0,29.0,25.9,48.0,31.0,36.0,65.0,24.0,53.0,39.0,23.0,7.0,44.0,30.0,53.0,58.0,42.0,50.0,48.0,2.0,57.0,58.0,0.0,57.0,16.0,46.0,39.0,28.0,67.0,5.0,67.0,5.0,53.0,31.0,31.0,19.0,60.0,69.0,0.0,54.0,63.0,18.0,62.0,0.0,60.0,71.0,49.0,58.0,53.0,0.0,74.0,39.9,43.0,36.0,19.0,39.0,48.0,51.0,12.0,2.0,61.0,65.3,50.0,0.0,30.0,0.0,0.0,61.0,31.0,62.0,17.0,46.0,55.0,3.0,64.0,20.0,0.0,24.9,69.0,23.0,45.0,34.0,0.0,74.0,33.0,34.0,52.0,0.0,8.0,17.0,32.0,1.0,39.0,27.0,0.0,24.5,26.0,0.0,41.2,41.0,41.0,0.0,64.0,53.0,24.0,8.0,21.0,46.0,92.0,13.0,33.0,45.0,42.0,35.0,27.7,83.0,27.0,92.0,26.0,28.0,0.0,60.8,43.0,40.0,25.0,15.4,12.482339429128103,13.337176276584188,14.329613357081357,15.126742362997676,15.37161259298088,15.901387604002622,15.905236164466714,15.979000297857311,16.01150160131064,16.052909607252047,16.09839757532056,16.251383902676125,11.607837708744457
Jun '18,16.0,33.0,22.5,52.0,31.0,35.0,63.0,29.0,55.0,42.0,20.0,12.0,41.0,27.0,53.0,59.0,45.0,50.0,41.0,2.0,50.0,61.0,24.0,60.0,18.0,45.0,38.0,28.0,79.0,6.0,72.0,3.0,60.0,22.0,33.0,21.0,60.0,63.0,0.0,51.0,59.0,20.0,60.0,64.0,55.0,68.0,52.0,56.0,48.0,0.0,66.0,38.9,49.0,38.0,20.0,34.0,52.0,50.0,12.0,1.0,74.0,66.2,50.0,0.0,29.0,0.0,0.0,60.0,33.0,53.0,15.0,37.0,44.0,3.0,62.0,25.0,0.0,26.0,52.0,21.0,42.0,33.0,0.0,74.0,33.0,42.0,58.0,0.0,8.0,19.0,31.0,1.0,28.0,26.0,0.0,21.1,26.0,0.0,39.2,40.0,32.0,0.0,67.0,49.0,23.0,8.0,19.0,52.0,100.0,8.0,33.0,41.0,38.0,36.0,24.7,78.0,31.0,87.0,27.0,25.0,0.0,58.8,41.0,41.0,24.0,17.4,11.607837708744457,12.482339429128103,13.337176276584188,14.329613357081357,15.126742362997676,15.37161259298088,15.901387604002622,15.905236164466714,15.979000297857311,16.01150160131064,16.052909607252047,16.09839757532056,11.230806763418258
Jul '18,15.0,32.0,23.6,48.0,33.0,28.0,58.0,29.0,48.0,30.0,28.0,20.0,39.0,26.0,54.0,57.0,27.0,41.0,60.0,4.0,50.0,67.0,0.0,56.0,21.0,46.0,36.0,23.0,60.0,8.0,66.0,4.0,48.0,26.0,32.0,23.0,50.0,65.0,0.0,44.0,58.0,21.0,62.0,0.0,59.0,69.0,45.0,67.0,50.0,0.0,63.0,38.9,65.0,32.0,21.0,36.0,59.0,57.0,13.0,2.0,66.0,70.0,54.0,0.0,26.0,0.0,0.0,67.0,32.0,46.0,13.0,33.0,46.0,3.0,58.0,28.0,0.0,44.7,34.0,25.0,48.0,35.0,4.0,72.0,34.0,44.0,59.0,0.0,7.0,19.0,25.0,2.0,25.0,26.0,0.0,26.7,25.0,0.0,42.2,41.0,30.0,0.0,66.0,50.0,24.0,7.0,27.0,45.0,97.0,12.0,34.0,43.0,38.0,39.0,37.5,48.0,34.0,78.0,28.0,23.0,0.0,57.8,39.0,39.0,25.0,15.4,11.230806763418258,11.607837708744457,12.482339429128103,13.337176276584188,14.329613357081357,15.126742362997676,15.37161259298088,15.901387604002622,15.905236164466714,15.979000297857311,16.01150160131064,16.052909607252047,11.141831477802413
Aug '18,13.0,25.0,22.5,46.0,30.0,30.0,52.0,24.0,42.0,25.0,38.0,32.0,40.0,26.0,48.0,51.0,27.0,35.0,58.0,8.0,49.0,63.0,0.0,55.0,16.0,42.0,36.0,16.0,51.0,11.0,63.0,4.0,43.0,23.0,29.0,23.0,55.0,64.0,0.0,38.0,55.0,19.0,58.0,0.0,52.0,66.0,37.0,59.0,48.0,0.0,57.0,30.9,41.0,34.0,18.0,31.0,55.0,60.0,11.0,2.0,68.0,65.3,52.0,0.0,29.0,0.0,0.0,63.0,31.0,42.0,10.0,33.0,40.0,3.0,55.0,35.0,0.0,54.1,27.0,21.0,41.0,43.0,12.0,67.0,36.0,30.0,59.0,0.0,7.0,14.0,28.0,1.0,18.0,23.0,0.0,26.7,25.0,0.0,33.2,37.0,22.0,0.0,65.0,50.0,18.0,6.0,25.0,45.0,84.0,10.0,29.0,38.0,31.0,35.0,22.7,41.0,28.0,60.0,22.0,19.0,0.0,56.8,33.0,39.0,21.0,15.4,11.141831477802413,11.230806763418258,11.607837708744457,12.482339429128103,13.337176276584188,14.329613357081357,15.126742362997676,15.37161259298088,15.901387604002622,15.905236164466714,15.979000297857311,16.01150160131064,11.22743567102276
Sep '18,13.0,28.0,20.2,49.0,39.0,29.0,54.0,25.0,36.0,26.0,36.0,34.0,33.0,24.0,48.0,47.0,33.0,42.0,56.0,18.0,45.0,51.0,0.0,50.0,17.0,38.0,33.0,16.0,51.0,20.0,59.0,6.0,34.0,24.0,30.0,22.0,47.0,55.0,0.0,41.0,54.0,18.0,59.0,0.0,52.0,61.0,39.0,63.0,41.0,7.0,54.0,30.9,32.0,29.0,20.0,31.0,49.0,60.0,11.0,1.0,60.0,62.4,50.0,0.0,30.0,0.0,0.0,71.0,29.0,49.0,10.0,32.0,64.0,3.0,58.0,41.0,0.0,22.9,17.0,21.0,36.0,39.0,11.0,65.0,29.0,31.0,60.0,0.0,8.0,12.0,27.0,1.0,17.0,27.0,0.0,24.5,22.0,0.0,34.2,36.0,29.0,0.5,61.0,48.0,21.0,5.0,24.0,48.0,17.0,7.0,28.0,37.0,33.0,41.0,23.7,69.0,28.0,62.0,26.0,18.0,0.0,53.8,37.0,35.0,13.0,14.5,11.22743567102276,11.141831477802413,11.230806763418258,11.607837708744457,12.482339429128103,13.337176276584188,14.329613357081357,15.126742362997676,15.37161259298088,15.901387604002622,15.905236164466714,15.979000297857311,11.284220822458792
Oct '18,13.0,45.0,21.4,49.0,32.0,29.0,57.0,35.0,42.0,27.0,40.0,36.0,38.0,25.0,48.0,48.0,34.0,49.0,63.0,9.0,55.0,54.0,0.0,50.0,15.0,40.0,36.0,24.0,50.0,20.0,57.0,8.0,44.0,19.0,31.0,24.0,47.0,59.0,0.0,41.0,56.0,22.0,58.0,0.0,57.0,63.0,48.0,57.0,41.0,23.0,52.0,34.9,31.0,31.0,17.0,31.0,52.0,58.0,14.0,1.0,61.0,66.2,56.0,0.0,29.0,0.0,0.0,64.0,34.0,65.0,11.0,38.0,58.0,3.0,58.0,50.0,0.0,15.6,44.0,21.0,36.0,35.0,9.0,73.0,27.0,32.0,44.0,0.0,8.0,12.0,29.0,2.0,13.0,25.0,0.0,24.5,23.0,0.0,33.2,30.0,22.0,0.0,58.0,47.0,23.0,5.0,21.0,48.0,16.0,10.0,26.0,37.0,35.0,44.0,25.7,73.0,29.0,59.0,25.0,18.0,0.0,54.8,37.0,33.0,5.0,14.5,11.284220822458792,11.22743567102276,11.141831477802413,11.230806763418258,11.607837708744457,12.482339429128103,13.337176276584188,14.329613357081357,15.126742362997676,15.37161259298088,15.901387604002622,15.905236164466714,11.259306700019977
Nov '18,15.0,35.0,21.4,57.0,34.0,30.0,56.0,31.0,46.0,28.0,49.0,43.0,39.0,29.0,45.0,50.0,28.0,48.0,67.0,50.0,53.0,69.0,0.0,49.0,20.0,42.0,34.0,26.0,51.0,24.0,59.0,4.0,45.0,18.0,28.0,25.0,49.0,72.0,0.0,45.0,67.0,21.0,60.0,0.0,57.0,65.0,52.0,58.0,54.0,9.0,57.0,32.9,32.0,33.0,19.0,31.0,59.0,56.0,25.0,1.0,69.0,66.2,50.0,0.0,30.0,0.0,0.0,70.0,27.0,50.0,12.0,36.0,44.0,3.0,81.0,64.0,0.0,10.4,59.0,25.0,41.0,34.0,7.0,70.0,41.0,29.0,46.0,0.0,8.0,11.0,22.0,2.0,16.0,22.0,0.0,22.2,26.0,0.0,28.1,35.0,20.0,0.0,72.0,52.0,23.0,6.0,20.0,48.0,77.0,7.0,27.0,35.0,29.0,39.0,17.8,87.0,26.0,56.0,24.0,18.0,0.0,58.8,41.0,34.0,2.0,14.5,11.259306700019977,11.284220822458792,11.22743567102276,11.141831477802413,11.230806763418258,11.607837708744457,12.482339429128103,13.337176276584188,14.329613357081357,15.126742362997676,15.37161259298088,15.901387604002622,11.280687433579187
Dec '18,16.0,39.0,24.7,54.0,36.0,28.0,47.0,22.0,37.0,24.0,50.0,45.0,52.0,25.0,39.0,56.0,25.0,38.0,54.0,6.0,46.0,70.0,0.0,56.0,18.0,40.0,37.0,19.0,51.0,23.0,47.0,2.0,46.0,15.0,24.0,26.0,48.0,68.0,0.0,37.0,56.0,17.0,53.0,0.0,61.0,52.0,38.0,48.0,58.0,0.0,50.0,31.9,29.0,87.0,17.0,27.0,59.0,56.0,26.0,0.0,65.0,64.3,53.0,0.0,35.0,0.0,0.0,69.0,25.0,46.0,10.0,28.0,26.0,3.0,83.0,56.0,0.0,18.7,88.0,20.0,48.0,36.0,7.0,76.0,45.0,21.0,49.0,0.0,7.0,7.0,26.0,1.0,13.0,19.0,0.0,20.0,28.0,0.0,23.1,30.0,15.0,0.0,81.0,55.0,19.0,6.0,18.0,40.0,64.0,8.0,21.0,24.0,22.0,25.0,10.9,57.0,18.0,47.0,14.0,17.0,0.0,58.8,28.0,39.0,2.0,14.5,11.280687433579187,11.259306700019977,11.284220822458792,11.22743567102276,11.141831477802413,11.230806763418258,11.607837708744457,12.482339429128103,13.337176276584188,14.329613357081357,15.126742362997676,15.37161259298088,11.441793242378282
Jan '19,14.0,36.0,29.2,52.0,36.0,30.0,61.0,29.0,49.0,33.0,51.0,40.0,40.0,29.0,46.0,56.0,32.0,48.0,77.0,4.0,56.0,58.0,0.0,58.0,21.0,60.0,38.0,28.0,57.0,24.0,61.0,2.0,53.0,21.0,29.0,32.0,64.0,75.0,0.0,43.0,53.0,25.0,56.0,0.0,65.0,65.0,51.0,67.0,49.0,0.0,56.0,38.9,24.0,45.0,20.0,30.0,52.0,60.0,20.0,0.0,64.0,66.2,56.0,0.0,25.0,0.0,0.0,74.0,31.0,57.0,16.0,36.0,42.0,3.0,63.0,57.0,0.0,20.8,66.0,25.0,43.0,33.0,12.0,73.0,49.0,25.0,58.0,0.0,9.0,9.0,31.0,3.0,14.0,22.0,0.0,27.8,26.0,0.0,36.2,37.0,36.0,0.0,66.0,58.0,23.0,7.0,26.0,51.0,41.0,15.0,29.0,34.0,29.0,36.0,14.8,28.0,21.0,59.0,24.0,19.0,0.0,63.8,37.0,36.0,13.0,14.5,11.441793242378282,11.280687433579187,11.259306700019977,11.284220822458792,11.22743567102276,11.141831477802413,11.230806763418258,11.607837708744457,12.482339429128103,13.337176276584188,14.329613357081357,15.126742362997676,11.37408332788685
Feb '19,13.0,32.0,22.5,50.0,31.0,27.0,52.0,26.0,46.0,29.0,45.0,37.0,37.0,24.0,49.0,53.0,37.0,48.0,53.0,4.0,49.0,54.0,0.0,58.0,17.0,46.0,35.0,25.0,47.0,36.0,61.0,2.0,48.0,20.0,30.0,28.0,56.0,63.0,0.0,49.0,51.0,17.0,58.0,0.0,61.0,59.0,46.0,56.0,39.0,0.0,39.0,38.9,24.0,34.0,18.0,27.0,43.0,58.0,21.0,1.0,70.0,63.4,48.0,0.0,41.0,0.0,0.0,63.0,28.0,47.0,17.0,31.0,42.0,3.0,63.0,49.0,0.0,24.9,57.0,27.0,34.0,29.0,16.0,70.0,44.0,21.0,48.0,0.0,12.0,10.0,28.0,3.0,16.0,21.0,0.0,18.9,25.0,0.0,28.1,33.0,23.0,0.0,55.0,49.0,26.0,7.0,18.0,46.0,41.0,16.0,25.0,30.0,34.0,31.0,16.8,35.0,23.0,59.0,24.0,18.0,0.0,54.8,31.0,39.0,10.0,13.5,11.37408332788685,11.441793242378282,11.280687433579187,11.259306700019977,11.284220822458792,11.22743567102276,11.141831477802413,11.230806763418258,11.607837708744457,12.482339429128103,13.337176276584188,14.329613357081357,11.305852907969552
Mar '19,14.0,34.0,23.6,50.0,31.0,31.0,56.0,32.0,49.0,33.0,48.0,39.0,36.0,27.0,59.0,57.0,34.0,45.0,48.0,6.0,62.0,57.0,0.0,60.0,20.0,52.0,35.0,28.0,58.0,29.0,66.0,3.0,46.0,21.0,36.0,25.0,53.0,72.0,0.0,60.0,59.0,20.0,61.0,0.0,62.0,67.0,57.0,60.0,49.0,0.0,64.0,45.9,29.0,34.0,19.0,30.0,50.0,57.0,21.0,2.0,66.0,63.4,43.0,0.0,46.0,0.0,0.0,64.0,30.0,58.0,16.0,42.0,44.0,3.0,64.0,57.0,0.0,42.6,62.0,34.0,42.0,28.0,13.0,72.0,43.0,30.0,49.0,0.0,15.0,10.0,36.0,2.0,16.0,26.0,0.0,18.9,25.0,0.0,32.1,33.0,23.0,0.0,59.0,50.0,33.0,7.0,15.0,49.0,70.0,31.0,33.0,39.0,34.0,42.0,26.7,30.0,31.0,60.0,29.0,18.0,0.0,60.8,39.0,37.0,12.0,11.6,11.305852907969552,11.37408332788685,11.441793242378282,11.280687433579187,11.259306700019977,11.284220822458792,11.22743567102276,11.141831477802413,11.230806763418258,11.607837708744457,12.482339429128103,13.337176276584188,11.25114956972982
Apr '19,13.0,29.0,27.0,52.0,34.0,38.0,58.0,34.0,49.0,40.0,53.0,42.0,40.0,27.0,58.0,63.0,32.0,44.0,46.0,16.0,60.0,63.0,0.0,55.0,20.0,51.0,37.0,18.0,55.0,25.0,64.0,5.0,39.0,23.0,36.0,26.0,60.0,72.0,0.0,55.0,60.0,23.0,66.0,0.0,65.0,69.0,53.0,58.0,54.0,0.0,72.0,48.9,34.0,41.0,22.0,33.0,56.0,65.0,20.0,1.0,73.0,71.9,49.0,0.0,60.0,0.0,0.0,64.0,31.0,54.0,14.0,30.0,43.0,4.0,63.0,65.0,0.0,71.7,66.0,47.0,42.0,33.0,2.0,67.0,47.0,33.0,49.0,0.0,9.0,11.0,34.0,1.0,19.0,28.0,0.0,21.1,25.0,0.0,36.2,38.0,29.0,0.0,60.0,54.0,39.0,8.0,8.0,47.0,27.0,22.0,37.0,43.0,34.0,46.0,32.6,33.0,33.0,70.0,30.0,11.0,0.0,66.8,43.0,40.0,10.0,12.5,11.25114956972982,11.305852907969552,11.37408332788685,11.441793242378282,11.280687433579187,11.259306700019977,11.284220822458792,11.22743567102276,11.141831477802413,11.230806763418258,11.607837708744457,12.482339429128103,11.3720680389074
May '19,15.0,32.0,31.5,52.0,39.0,40.0,64.0,42.0,60.0,49.0,55.0,43.0,44.0,32.0,62.0,67.0,46.0,54.0,67.0,8.0,60.0,62.0,0.0,65.0,23.0,51.0,39.0,30.0,70.0,27.0,72.0,6.0,55.0,20.0,44.0,31.0,67.0,81.0,0.0,78.0,70.0,29.0,73.0,0.0,74.0,72.0,61.0,69.0,47.0,0.0,70.0,48.9,36.0,34.0,24.0,100.0,59.0,66.0,19.0,1.0,66.0,70.0,53.0,0.0,58.0,0.0,0.0,79.0,38.0,66.0,18.0,44.0,47.0,4.0,67.0,78.0,0.0,78.0,54.0,34.0,36.0,37.0,6.0,68.0,49.0,37.0,51.0,0.0,9.0,16.0,33.0,2.0,22.0,28.0,0.0,24.5,26.0,32.0,47.2,40.0,39.0,0.0,65.0,62.0,42.0,8.0,13.0,51.0,21.0,20.0,40.0,48.0,43.0,51.0,34.6,31.0,36.0,75.0,32.0,10.0,0.0,68.8,45.0,44.0,10.0,12.5,11.3720680389074,11.25114956972982,11.305852907969552,11.37408332788685,11.441793242378282,11.280687433579187,11.259306700019977,11.284220822458792,11.22743567102276,11.141831477802413,11.230806763418258,11.607837708744457,11.396404772843
Jun '19,16.0,37.0,31.5,61.0,38.0,34.0,64.0,38.0,61.0,56.0,59.0,47.0,41.0,30.0,63.0,75.0,36.0,52.0,63.0,16.0,55.0,67.0,0.0,65.0,19.0,53.0,40.0,24.0,71.0,29.0,69.0,10.0,54.0,20.0,42.0,33.0,75.0,84.0,0.0,76.0,66.0,34.0,70.0,0.0,78.0,71.0,53.0,72.0,48.0,0.0,76.0,45.9,44.0,39.0,25.0,31.0,65.0,69.0,17.0,2.0,78.0,71.0,55.0,0.0,63.0,0.0,0.0,78.0,35.0,56.0,19.0,42.0,49.0,4.0,77.0,81.0,0.0,85.2,58.0,34.0,42.0,43.0,8.0,76.0,54.0,39.0,58.0,0.0,9.0,15.0,30.0,2.0,23.0,27.0,0.0,24.5,29.0,23.0,45.2,44.0,44.0,0.5,72.0,62.0,35.0,8.0,14.0,53.0,95.0,16.0,39.0,45.0,39.0,56.0,28.6,38.0,36.0,77.0,29.0,11.0,0.0,69.8,44.0,78.0,9.0,12.5,11.396404772843,11.3720680389074,11.25114956972982,11.305852907969552,11.37408332788685,11.441793242378282,11.280687433579187,11.259306700019977,11.284220822458792,11.22743567102276,11.141831477802413,11.230806763418258,11.217315895871891
Jul '19,15.0,35.0,25.9,56.0,38.0,33.0,59.0,38.0,56.0,38.0,62.0,44.0,41.0,29.0,59.0,70.0,27.0,54.0,64.0,26.0,51.0,63.0,0.0,60.0,19.0,70.0,40.0,23.0,67.0,29.0,62.0,16.0,53.0,18.0,40.0,48.0,67.0,80.0,0.0,64.0,58.0,28.0,67.0,0.0,81.0,75.0,51.0,71.0,42.0,0.0,75.0,42.9,43.0,33.0,24.0,28.0,69.0,67.0,16.0,2.0,78.0,82.3,52.0,0.0,66.0,0.0,7.0,84.0,38.0,53.0,16.0,35.0,42.0,3.0,94.0,69.0,0.0,84.2,56.0,32.0,44.0,38.0,11.0,74.0,50.0,37.0,66.0,0.0,8.0,10.0,30.0,1.0,37.0,25.0,0.0,24.5,27.0,21.0,40.2,35.0,29.0,21.1,76.0,58.0,33.0,8.0,14.0,50.0,60.0,15.0,37.0,44.0,35.0,46.0,31.6,36.0,35.0,72.0,30.0,10.0,0.0,64.8,42.0,41.0,9.0,11.6,11.217315895871891,11.396404772843,11.3720680389074,11.25114956972982,11.305852907969552,11.37408332788685,11.441793242378282,11.280687433579187,11.259306700019977,11.284220822458792,11.22743567102276,11.141831477802413,11.084457023953703
Aug '19,15.0,33.0,32.6,51.0,39.0,36.0,56.0,33.0,51.0,31.0,61.0,48.0,44.0,25.0,57.0,65.0,28.0,57.0,63.0,28.0,53.0,65.0,0.0,64.0,22.0,55.0,36.0,17.0,65.0,29.0,62.0,15.0,52.0,19.0,39.0,38.0,60.0,78.0,0.0,57.0,53.0,19.0,64.0,0.0,76.0,71.0,47.0,68.0,38.0,0.0,71.0,38.9,44.0,33.0,23.0,5.0,69.0,65.0,17.0,2.0,65.0,72.8,53.0,0.0,44.0,0.0,0.0,88.0,33.0,60.0,15.0,36.0,45.0,3.0,77.0,79.0,0.0,89.4,75.0,32.0,49.0,39.0,22.0,71.0,46.0,25.0,70.0,0.0,8.0,9.0,26.0,1.0,37.0,28.0,0.0,24.5,29.0,23.0,36.2,34.0,33.0,24.0,71.0,60.0,27.0,9.0,12.0,52.0,53.0,13.0,34.0,36.0,32.0,38.0,23.7,31.0,31.0,55.0,23.0,9.0,1.0,64.8,39.0,40.0,6.0,11.6,11.084457023953703,11.217315895871891,11.396404772843,11.3720680389074,11.25114956972982,11.305852907969552,11.37408332788685,11.441793242378282,11.280687433579187,11.259306700019977,11.284220822458792,11.22743567102276,11.015909411514784
Sep '19,17.0,33.0,31.5,54.0,60.0,35.0,62.0,34.0,53.0,34.0,66.0,47.0,40.0,26.0,59.0,62.0,47.0,56.0,64.0,29.0,58.0,62.0,0.0,56.0,19.0,48.0,37.0,22.0,59.0,29.0,70.0,19.0,51.0,20.0,38.0,34.0,65.0,77.0,0.0,61.0,61.0,27.0,69.0,0.0,73.0,80.0,48.0,75.0,65.0,0.0,75.0,41.9,44.0,31.0,27.0,5.0,64.0,67.0,24.0,2.0,58.0,71.9,54.0,0.0,47.0,0.0,7.0,81.0,35.0,65.0,17.0,35.0,69.0,3.0,63.0,75.0,0.0,83.2,77.0,30.0,35.0,40.0,29.0,71.0,42.0,39.0,65.0,0.0,7.0,17.0,28.0,1.0,42.0,28.0,0.0,25.6,26.0,16.0,43.2,39.0,38.0,26.8,68.0,56.0,40.0,9.0,11.0,53.0,35.0,14.0,38.0,42.0,34.0,56.0,32.6,32.0,40.0,62.0,30.0,9.0,0.0,61.8,46.0,37.0,5.0,11.6,11.015909411514784,11.084457023953703,11.217315895871891,11.396404772843,11.3720680389074,11.25114956972982,11.305852907969552,11.37408332788685,11.441793242378282,11.280687433579187,11.259306700019977,11.284220822458792,11.24375477733328
